116,-56,-1
117,-56,-1
118,-56,-1
119,-56,-1
116,-55,-1
117,-55,24
118,-55,-1
119,-55,-1
116,-54,-1
117,-54,48
118,-54,-1
119,-54,-1
116,-53,-1
117,-53,36
118,-53,-1
119,-53,-1
196,-56,-1
197,-56,-1
198,-56,-1
199,-56,-1
196,-55,-1
197,-55,-1
198,-55,-1
199,-55,-1
196,-54,-1
197,-54,-1
198,-54,-1
199,-54,-1
196,-53,24
197,-53,-1
198,-53,-1
199,-53,-1
236,-56,-1
237,-56,-1
238,-56,-1
239,-56,-1
236,-55,-1
237,-55,-1
238,-55,24
239,-55,-1
236,-54,-1
237,-54,-1
238,-54,36
239,-54,-1
236,-53,-1
237,-53,-1
238,-53,48
239,-53,-1
76,-52,-1
77,-52,-1
78,-52,-1
79,-52,-1
76,-51,-1
77,-51,-1
78,-51,-1
79,-51,-1
76,-50,-1
77,-50,-1
78,-50,-1
79,-50,-1
76,-49,1
77,-49,1
78,-49,1
79,-49,1
80,-52,-1
81,-52,-1
82,-52,-1
83,-52,-1
80,-51,-1
81,-51,-1
82,-51,-1
83,-51,-1
80,-50,-1
81,-50,-1
82,-50,-1
83,-50,-1
80,-49,1
81,-49,1
82,-49,1
83,-49,1
84,-52,-1
85,-52,-1
86,-52,-1
87,-52,-1
84,-51,-1
85,-51,-1
86,-51,-1
87,-51,-1
84,-50,-1
85,-50,-1
86,-50,-1
87,-50,-1
84,-49,1
85,-49,1
86,-49,1
87,-49,1
88,-52,-1
89,-52,-1
90,-52,-1
91,-52,-1
88,-51,-1
89,-51,-1
90,-51,-1
91,-51,-1
88,-50,-1
89,-50,-1
90,-50,-1
91,-50,-1
88,-49,1
89,-49,1
90,-49,1
91,-49,1
92,-52,-1
93,-52,-1
94,-52,-1
95,-52,-1
92,-51,-1
93,-51,-1
94,-51,-1
95,-51,-1
92,-50,-1
93,-50,-1
94,-50,-1
95,-50,-1
92,-49,1
93,-49,1
94,-49,1
95,-49,1
96,-52,-1
97,-52,-1
98,-52,-1
99,-52,-1
96,-51,-1
97,-51,-1
98,-51,-1
99,-51,-1
96,-50,-1
97,-50,-1
98,-50,-1
99,-50,-1
96,-49,1
97,-49,-1
98,-49,-1
99,-49,-1
100,-52,-1
101,-52,-1
102,-52,-1
103,-52,-1
100,-51,-1
101,-51,-1
102,-51,-1
103,-51,-1
100,-50,-1
101,-50,-1
102,-50,-1
103,-50,-1
100,-49,-1
101,-49,-1
102,-49,-1
103,-49,1
104,-52,-1
105,-52,-1
106,-52,-1
107,-52,-1
104,-51,-1
105,-51,-1
106,-51,-1
107,-51,-1
104,-50,-1
105,-50,-1
106,-50,-1
107,-50,-1
104,-49,1
105,-49,1
106,-49,1
107,-49,1
108,-52,-1
109,-52,-1
110,-52,-1
111,-52,-1
108,-51,-1
109,-51,-1
110,-51,-1
111,-51,-1
108,-50,-1
109,-50,-1
110,-50,-1
111,-50,-1
108,-49,1
109,-49,1
110,-49,1
111,-49,1
112,-52,-1
113,-52,-1
114,-52,-1
115,-52,-1
112,-51,-1
113,-51,-1
114,-51,-1
115,-51,-1
112,-50,-1
113,-50,-1
114,-50,-1
115,-50,-1
112,-49,1
113,-49,1
114,-49,1
115,-49,1
116,-52,-1
117,-52,48
118,-52,-1
119,-52,-1
116,-51,-1
117,-51,48
118,-51,-1
119,-51,-1
116,-50,-1
117,-50,48
118,-50,-1
119,-50,-1
116,-49,1
117,-49,60
118,-49,1
119,-49,1
120,-52,-1
121,-52,-1
122,-52,-1
123,-52,-1
120,-51,-1
121,-51,-1
122,-51,-1
123,-51,-1
120,-50,-1
121,-50,-1
122,-50,-1
123,-50,-1
120,-49,1
121,-49,1
122,-49,1
123,-49,1
124,-52,-1
125,-52,-1
126,-52,-1
127,-52,-1
124,-51,-1
125,-51,-1
126,-51,-1
127,-51,-1
124,-50,-1
125,-50,-1
126,-50,-1
127,-50,-1
124,-49,1
125,-49,1
126,-49,1
127,-49,-1
184,-52,-1
185,-52,32
186,-52,-1
187,-52,-1
184,-51,-1
185,-51,44
186,-51,-1
187,-51,-1
184,-50,-1
185,-50,44
186,-50,-1
187,-50,-1
184,-49,-1
185,-49,68
186,-49,1
187,-49,1
188,-52,-1
189,-52,-1
190,-52,-1
191,-52,-1
188,-51,-1
189,-51,-1
190,-51,-1
191,-51,-1
188,-50,-1
189,-50,-1
190,-50,-1
191,-50,-1
188,-49,1
189,-49,1
190,-49,1
191,-49,1
192,-52,-1
193,-52,-1
194,-52,-1
195,-52,-1
192,-51,-1
193,-51,-1
194,-51,-1
195,-51,-1
192,-50,-1
193,-50,-1
194,-50,-1
195,-50,-1
192,-49,1
193,-49,1
194,-49,1
195,-49,1
196,-52,36
197,-52,-1
198,-52,-1
199,-52,-1
196,-51,48
197,-51,-1
198,-51,-1
199,-51,-1
196,-50,48
197,-50,-1
198,-50,-1
199,-50,-1
196,-49,60
197,-49,1
198,-49,1
199,-49,1
200,-52,-1
201,-52,-1
202,-52,-1
203,-52,-1
200,-51,-1
201,-51,-1
202,-51,-1
203,-51,-1
200,-50,-1
201,-50,-1
202,-50,-1
203,-50,-1
200,-49,1
201,-49,1
202,-49,1
203,-49,1
204,-52,-1
205,-52,-1
206,-52,-1
207,-52,-1
204,-51,-1
205,-51,-1
206,-51,-1
207,-51,-1
204,-50,-1
205,-50,-1
206,-50,-1
207,-50,-1
204,-49,1
205,-49,1
206,-49,-1
207,-49,-1
212,-52,-1
213,-52,-1
214,-52,-1
215,-52,-1
212,-51,-1
213,-51,-1
214,-51,-1
215,-51,-1
212,-50,-1
213,-50,-1
214,-50,-1
215,-50,-1
212,-49,1
213,-49,1
214,-49,1
215,-49,1
216,-52,-1
217,-52,-1
218,-52,-1
219,-52,-1
216,-51,-1
217,-51,-1
218,-51,-1
219,-51,-1
216,-50,-1
217,-50,-1
218,-50,-1
219,-50,-1
216,-49,1
217,-49,1
218,-49,1
219,-49,1
220,-52,-1
221,-52,-1
222,-52,-1
223,-52,-1
220,-51,-1
221,-51,-1
222,-51,-1
223,-51,-1
220,-50,-1
221,-50,-1
222,-50,-1
223,-50,-1
